1	12815354	12816297	+	1	12755404	12756347	+
1	12816298	12816370	+	1	12756348	12756420	+
1	12816371	12817293	+	1	12756421	12757343	+
1	12817324	12821476	+	1	12757391	12761543	+
1	12821478	12822094	+	1	12761543	12762159	+
1	12822307	12822498	+	1	12762159	12762350	+
1	12822498	12823036	+	1	12762351	12762889	+
1	12823037	12825185	+	1	12762889	12765037	+
1	12825196	12825358	+	1	12765046	12765208	+
1	12825359	12829571	+	1	12765208	12769420	+
1	12829579	12829893	+	1	12769428	12769742	+
1	12829893	12832313	+	1	12769751	12772171	+
1	12832317	12832492	+	1	12772175	12772350	+
1	12832493	12848144	+	1	12772350	12788001	+
1	12848144	12849482	+	1	12788003	12789341	+
1	12849482	12849596	+	1	12789345	12789459	+
1	12849608	12850753	+	1	12789459	12790604	+
1	12850754	12850798	+	1	12790605	12790649	+
1	12850799	12851565	+	1	12790650	12791416	+
1	12851582	12855834	+	1	12791433	12795685	+
1	12855845	12860721	+	1	12795696	12800572	+
1	12860726	12861866	+	1	12800578	12801718	+
1	12862047	12869488	+	1	12801911	12809352	+
1	12869491	12871326	+	1	12809352	12811187	+
1	12871327	12871349	+	1	12811188	12811210	+
1	12871350	12871862	+	1	12811210	12811722	+
1	12871864	12872969	+	1	12811723	12812828	+
1	12872970	12875722	+	1	12812828	12815580	+
1	12875723	12875744	+	1	12815581	12815602	+
1	12875745	12876216	+	1	12815603	12816074	+
1	12876216	12877211	+	1	12816354	12817349	+
1	12877212	12877283	+	1	12817350	12817421	+
1	12877285	12879466	+	1	12817423	12819604	+
1	12879480	12880137	+	1	12819618	12820275	+
1	12880153	12882170	+	1	12820291	12822308	+
1	12882171	12882209	+	1	12822309	12822347	+
1	12882210	12882354	+	1	12822348	12822492	+
1	12882355	12883812	+	1	12822492	12823949	+
1	12883813	12883966	+	1	12823949	12824102	+
1	12883966	12885829	+	1	12824108	12825971	+
1	12885830	12886581	+	1	12825971	12826722	+
1	12886582	12886631	+	1	12826723	12826772	+
1	12886632	12887548	+	1	12826773	12827689	+
1	12887549	12887578	+	1	12827690	12827719	+
1	12887579	12887852	+	1	12827720	12827993	+
1	12887853	12888601	+	1	12827993	12828741	+
1	12888601	12888839	+	1	12828742	12828980	+
1	12888840	12888880	+	1	12828981	12829021	+
1	12888881	12889170	+	1	12829022	12829311	+
1	12889170	12890854	+	1	12829315	12830999	+
1	12890854	12892349	+	1	12831000	12832495	+
1	12892350	12892360	+	1	12832496	12832506	+
1	12892361	12893163	+	1	12832507	12833309	+
1	12893164	12893201	+	1	12833310	12833347	+
1	12893202	12893602	+	1	12833348	12833748	+
1	12893603	12893657	+	1	12833749	12833803	+
1	12893658	12893718	+	1	12833804	12833864	+
1	12893718	12893763	+	1	12833865	12833910	+
1	12893764	12894232	+	1	12833911	12834379	+
1	12894233	12895935	+	1	12834382	12836084	+
1	12895937	12898444	+	1	12836084	12838591	+
1	12898445	12898471	+	1	12838592	12838618	+
1	12898472	12898653	+	1	12838619	12838800	+
1	12898654	12898672	+	1	12838801	12838819	+
1	12898673	12899009	+	1	12838820	12839156	+
1	12899010	12899056	+	1	12839157	12839203	+
1	12899057	12914790	+	1	12839204	12854937	+
1	12914791	12916591	+	1	12854937	12856737	+
1	12916592	12926646	+	1	12856737	12866791	+
1	12926646	12927349	+	1	12866803	12867506	+
1	12927352	12927509	+	1	12867515	12867672	+
1	12927509	12927612	+	1	12867680	12867783	+
1	12927612	12945848	+	1	12867791	12886027	+
1	12945851	12948745	+	1	12886027	12888921	+
1	12948747	12948774	+	1	12888921	12888948	+
1	12948778	12950704	+	1	12888948	12890874	+
1	12950705	12950729	+	1	12890874	12890898	+
1	12950730	12954966	+	1	12890899	12895135	+
1	12954967	12954997	+	1	12895136	12895166	+
1	12954998	12955460	+	1	12895167	12895629	+
1	12955461	12955491	+	1	12895630	12895660	+
1	12955492	12962193	+	1	12895661	12902362	+
1	12962209	12962470	+	1	12902366	12902627	+
1	12962481	12962603	+	1	12902638	12902760	+
1	12962604	12962641	+	1	12902761	12902798	+
1	12962642	12963360	+	1	12902799	12903517	+
1	12963373	12963494	+	1	12903530	12903651	+
1	12963500	12964246	+	1	12903657	12904403	+
1	12964247	12964277	+	1	12904404	12904434	+
1	12964278	12964443	+	1	12904435	12904600	+
1	12964453	12965211	+	1	12904609	12905367	+
1	12965212	12965250	+	1	12905368	12905406	+
1	12965251	12975322	+	1	12905407	12915478	+
1	12975322	12975391	+	1	12915494	12915563	+
1	12975391	12975425	+	1	12915567	12915601	+
1	12975425	12975429	+	1	12915610	12915614	+
1	12975430	12975447	+	1	12915614	12915631	+
1	12975455	12975488	+	1	12915631	12915664	+
1	12975489	12976168	+	1	12915669	12916348	+
1	12976178	12980121	+	1	12916358	12920301	+
1	12980127	12981896	+	1	12920307	12922076	+
1	12981897	12981943	+	1	12922077	12922123	+
1	12981944	12983155	+	1	12922124	12923335	+
1	12983157	12983196	+	1	12923337	12923376	+
1	12983197	12984283	+	1	12923377	12924463	+
1	12984284	12984348	+	1	12924464	12924528	+
1	12984349	12984786	+	1	12924529	12924966	+
1	12984795	12985660	+	1	12924975	12925840	+
1	12985668	12988744	+	1	12925840	12928916	+
1	12988747	13001392	+	1	12928917	12941562	+
1	13001492	13005810	+	1	12941662	12945980	+
1	13005810	13014210	+	1	12945984	12954384	+
1	13037141	13037563	+	1	13004384	13004806	+
1	13037564	13037596	+	1	13004807	13004839	+
1	13037597	13037822	+	1	13004840	13005065	+
1	13037823	13037876	+	1	13005066	13005119	+
1	13037877	13038024	+	1	13005120	13005267	+
1	13038028	13038063	+	1	13005271	13005306	+
1	13038064	13038200	+	1	13005307	13005443	+
1	13038202	13038220	+	1	13005445	13005463	+
1	13038221	13038679	+	1	13005464	13005922	+
1	13038679	13038967	+	1	13005929	13006217	+
1	13038968	13039029	+	1	13006218	13006279	+
1	13039032	13039044	+	1	13006279	13006291	+
1	13039045	13039096	+	1	13006292	13006343	+
1	13039100	13039231	+	1	13006347	13006478	+
1	13039232	13039322	+	1	13006479	13006569	+
1	13039325	13039338	+	1	13006572	13006585	+
1	13039347	13039885	+	1	13006585	13007123	+
1	13039898	13040020	+	1	13007136	13007258	+
1	13040021	13040045	+	1	13007259	13007283	+
1	13040046	13040148	+	1	13007284	13007386	+
1	13040150	13040328	+	1	13007389	13007567	+
1	13040329	13040382	+	1	13007568	13007621	+
1	13040386	13040797	+	1	13007625	13008036	+
1	13040944	13040996	+	1	13037973	13038025	+
1	13041031	13042299	+	1	13038094	13039362	+
1	13042300	13042394	+	1	13039363	13039457	+
1	13042395	13043281	+	1	13039458	13040344	+
1	13043282	13043300	+	1	13040345	13040363	+
1	13043301	13043838	+	1	13040364	13040901	+
1	13043839	13043869	+	1	13040902	13040932	+
1	13043870	13043997	+	1	13040933	13041060	+
1	13044000	13044021	+	1	13041063	13041084	+
1	13044022	13044459	+	1	13041085	13041522	+
1	13044460	13044504	+	1	13041523	13041567	+
1	13044505	13044894	+	1	13041568	13041957	+
1	13044903	13045248	+	1	13041966	13042311	+
1	13045260	13045481	+	1	13042323	13042544	+
1	13045560	13045736	+	1	13042623	13042799	+
1	13045746	13046015	+	1	13042809	13043078	+
1	13046019	13046124	+	1	13043082	13043187	+
1	13046202	13046436	+	1	13043265	13043499	+
1	13046495	13046842	+	1	13043558	13043905	+
1	13046892	13046944	+	1	13043955	13044007	+
1	13046987	13047219	+	1	13044050	13044282	+
1	13047231	13047344	+	1	13044294	13044407	+
1	13047440	13047504	+	1	13044503	13044567	+
1	13047509	13048756	+	1	13044572	13045819	+
1	13048868	13049223	+	1	13045930	13046285	+
1	13049245	13049606	+	1	13046322	13046683	+
1	13049666	13050193	+	1	13046743	13047270	+
1	13050220	13050356	+	1	13047296	13047432	+
1	13050436	13051050	+	1	13047512	13048126	+
1	13051050	13051370	+	1	13048132	13048452	+
1	13051371	13051387	+	1	13048453	13048469	+
1	13051388	13051461	+	1	13048470	13048543	+
1	13051462	13051478	+	1	13048544	13048560	+
1	13051479	13051612	+	1	13048561	13048694	+
1	13051613	13051642	+	1	13048695	13048724	+
1	13051643	13051815	+	1	13048725	13048897	+
1	13051816	13051868	+	1	13048898	13048950	+
1	13051869	13052081	+	1	13048951	13049163	+
1	13052085	13052538	+	1	13049167	13049620	+
1	13052539	13052588	+	1	13049621	13049670	+
1	13052589	13052870	+	1	13049671	13049952	+
1	13052871	13052906	+	1	13049953	13049988	+
1	13052907	13052965	+	1	13049989	13050047	+
1	13109077	13109124	+	1	13050047	13050094	+
1	13109126	13109142	+	1	13050096	13050112	+
1	13109143	13109535	+	1	13050113	13050505	+
1	13109536	13109621	+	1	13050506	13050591	+
1	13109622	13109737	+	1	13050592	13050707	+
1	13109738	13109785	+	1	13050708	13050755	+
1	13109786	13109863	+	1	13050756	13050833	+
1	13109869	13109882	+	1	13050841	13050854	+
1	13109883	13109913	+	1	13050854	13050884	+
1	13109914	13110069	+	1	13050885	13051040	+
1	13110100	13110182	+	1	13051071	13051153	+
1	13110183	13110214	+	1	13051154	13051185	+
1	13110217	13110266	+	1	13051186	13051235	+
1	13110267	13110347	+	1	13051236	13051316	+
1	13110358	13110432	+	1	13051327	13051401	+
1	13110553	13110619	+	1	13051522	13051588	+
1	13110722	13110785	+	1	13051694	13051757	+
1	13110789	13110902	+	1	13051761	13051874	+
1	13111097	13111193	+	1	13052069	13052165	+
1	13111213	13111616	+	1	13052185	13052588	+
1	13111650	13111749	+	1	13052622	13052721	+
1	13111797	13111848	+	1	13052769	13052820	+
1	13111975	13112027	+	1	13052948	13053000	+
1	13112054	13112324	+	1	13053027	13053297	+
1	13112426	13112641	+	1	13053399	13053614	+
1	13112686	13112760	+	1	13053659	13053733	+
1	13112781	13113011	+	1	13053754	13053984	+
1	13113112	13113220	+	1	13054085	13054193	+
1	13113265	13113585	+	1	13054210	13054530	+
1	13113741	13113949	+	1	13054686	13054894	+
1	13114140	13114190	+	1	13055085	13055135	+
1	13114217	13114334	+	1	13055162	13055279	+
1	13114360	13114422	+	1	13055305	13055367	+
1	13114606	13114695	+	1	13055557	13055646	+
1	13116936	13116990	+	1	13055726	13055780	+
1	13117039	13117224	+	1	13055780	13055965	+
1	13117352	13117437	+	1	13056088	13056173	+
1	13117460	13117534	+	1	13056196	13056270	+
1	13117564	13117622	+	1	13056304	13056362	+
1	13121666	13121718	+	1	13060000	13060052	+
1	13142561	13143020	+	1	13075112	13075571	+
1	13143021	13143045	+	1	13075572	13075596	+
1	13143046	13143184	+	1	13075597	13075735	+
1	13143218	13143284	+	1	13075769	13075835	+
1	13143287	13143306	+	1	13075838	13075857	+
1	13143315	13143374	+	1	13075866	13075925	+
1	13143375	13143404	+	1	13075926	13075955	+
1	13143407	13143479	+	1	13075958	13076030	+
1	13143480	13143620	+	1	13076031	13076171	+
1	13143621	13143657	+	1	13076174	13076210	+
1	13143658	13143967	+	1	13076211	13076520	+
1	13143974	13144022	+	1	13076526	13076574	+
1	13144023	13146356	+	1	13076575	13078908	+
1	13146371	13146602	+	1	13078923	13079154	+
1	13146603	13146644	+	1	13079155	13079196	+
1	13146645	13148457	+	1	13079197	13081009	+
1	13148472	13148683	+	1	13081009	13081220	+
1	13148684	13148769	+	1	13081221	13081306	+
1	13148770	13149254	+	1	13081307	13081791	+
1	13149255	13149300	+	1	13081792	13081837	+
1	13149301	13149454	+	1	13081838	13081991	+
1	13149455	13149502	+	1	13081992	13082039	+
1	13149503	13153212	+	1	13082040	13085749	+
1	13153212	13156721	+	1	13085750	13089259	+
1	13156721	13158890	+	1	13089274	13091443	+
1	13158899	13159049	+	1	13091452	13091602	+
1	13159073	13160872	+	1	13091602	13093401	+
1	13160882	13162138	+	1	13093411	13094667	+
1	13162139	13162158	+	1	13094668	13094687	+
1	13162159	13164130	+	1	13094688	13096659	+
1	13164131	13166179	+	1	13096659	13098707	+
1	13166182	13166880	+	1	13098707	13099405	+
1	13166881	13168949	+	1	13099405	13101473	+
1	13168951	13174028	+	1	13101483	13106560	+
1	13174032	13177092	+	1	13106560	13109620	+
1	13177114	13184556	+	1	13109642	13117084	+
1	13184557	13184596	+	1	13117085	13117124	+
1	13184597	13186699	+	1	13117125	13119227	+
1	13186700	13187431	+	1	13119227	13119958	+
1	13187432	13187450	+	1	13119959	13119977	+
1	13187451	13192763	+	1	13119978	13125290	+
1	13192777	13195494	+	1	13125328	13128045	+
1	13195497	13199387	+	1	13128045	13131935	+
1	13199388	13204806	+	1	13131935	13137353	+
1	13204806	13204831	+	1	13137354	13137379	+
1	13204832	13204967	+	1	13137380	13137515	+
1	13204967	13212199	+	1	13137516	13144748	+
1	13212200	13212247	+	1	13144749	13144796	+
1	13212248	13216485	+	1	13144797	13149034	+
1	13216489	13219912	+	1	13149038	13152461	+
1	13319912	13319987	+	1	13184565	13184640	+
1	13320038	13320231	+	1	13184691	13184884	+
1	13320274	13320326	+	1	13184927	13184979	+
1	13320376	13320443	+	1	13185029	13185096	+
1	13320522	13321016	+	1	13185175	13185669	+
1	13321094	13321658	+	1	13185747	13186311	+
1	13321659	13321736	+	1	13186312	13186389	+
1	13321737	13321958	+	1	13186390	13186611	+
1	13321970	13322315	+	1	13186623	13186968	+
1	13322324	13322713	+	1	13186977	13187366	+
1	13322714	13322758	+	1	13187367	13187411	+
1	13322759	13323196	+	1	13187412	13187849	+
1	13323197	13323218	+	1	13187850	13187871	+
1	13323221	13323348	+	1	13187874	13188001	+
1	13323349	13323379	+	1	13188002	13188032	+
1	13323380	13323872	+	1	13188033	13188525	+
1	13323873	13323936	+	1	13188526	13188589	+
1	13323937	13326212	+	1	13188590	13190865	+
1	13326230	13326282	+	1	13190873	13190925	+
1	13326409	13326820	+	1	13220920	13221331	+
1	13326824	13327056	+	1	13221335	13221567	+
1	13327058	13327160	+	1	13221570	13221672	+
1	13327186	13327273	+	1	13221698	13221785	+
1	13327321	13327625	+	1	13221833	13222137	+
1	13327683	13327735	+	1	13222195	13222247	+
1	13327762	13327832	+	1	13222274	13222344	+
1	13327884	13327974	+	1	13222387	13222477	+
1	13330989	13331583	+	1	13225430	13226024	+
1	13331699	13331769	+	1	13226138	13226208	+
1	13331918	13331992	+	1	13226355	13226429	+
1	13332331	13332431	+	1	13226765	13226865	+
1	13332432	13332470	+	1	13226866	13226904	+
1	13332471	13332690	+	1	13226905	13227124	+
1	13332691	13332734	+	1	13227125	13227168	+
1	13332735	13332889	+	1	13227169	13227323	+
1	13332890	13332916	+	1	13227324	13227350	+
1	13332917	13332982	+	1	13227351	13227416	+
1	13332999	13333304	+	1	13227433	13227738	+
1	13333319	13333393	+	1	13227745	13227819	+
1	13333394	13333490	+	1	13227820	13227916	+
1	13333500	13333844	+	1	13227924	13228268	+
1	13333844	13333967	+	1	13228269	13228392	+
1	13333968	13334004	+	1	13228393	13228429	+
1	13334006	13334040	+	1	13228429	13228463	+
1	13334041	13334379	+	1	13228464	13228802	+
1	13334380	13334439	+	1	13228803	13228862	+
1	13334440	13334535	+	1	13228862	13228957	+
1	13334543	13334856	+	1	13228965	13229278	+
1	13334857	13334899	+	1	13229279	13229321	+
1	13334900	13335057	+	1	13229322	13229479	+
1	13335058	13335064	+	1	13229480	13229486	+
1	13335065	13335252	+	1	13229486	13229673	+
1	13335253	13335346	+	1	13229674	13229767	+
1	13335347	13335423	+	1	13229768	13229844	+
1	13335424	13335477	+	1	13229845	13229898	+
1	13335479	13335666	+	1	13229900	13230087	+
1	13335669	13335757	+	1	13230090	13230178	+
1	13335765	13335909	+	1	13230188	13230332	+
1	13335910	13335953	+	1	13230333	13230376	+
1	13335953	13335970	+	1	13230377	13230394	+
1	13335972	13336068	+	1	13230396	13230492	+
1	13336087	13336239	+	1	13230511	13230663	+
1	13336240	13336278	+	1	13230664	13230702	+
1	13336279	13336747	+	1	13230703	13231171	+
1	13336748	13336778	+	1	13231172	13231202	+
1	13336779	13337395	+	1	13231203	13231819	+
1	13337400	13337558	+	1	13231821	13231979	+
1	13337570	13337915	+	1	13231991	13232336	+
1	13337927	13338151	+	1	13232336	13232560	+
1	13338152	13338174	+	1	13232561	13232583	+
1	13338180	13338240	+	1	13232586	13232646	+
1	13338242	13339004	+	1	13232646	13233408	+
1	13339023	13339094	+	1	13233427	13233498	+
1	13339105	13339185	+	1	13233509	13233589	+
1	13339190	13339217	+	1	13233589	13233616	+
1	13339218	13339304	+	1	13233632	13233718	+
1	13339318	13339533	+	1	13233732	13233947	+
1	13339548	13340536	+	1	13233971	13234959	+
1	13340537	13341167	+	1	13234959	13235589	+
1	13341179	13342274	+	1	13235601	13236696	+
1	13342275	13343788	+	1	13236696	13238209	+
1	13343789	13344024	+	1	13238209	13238444	+
1	13344035	13344624	+	1	13238455	13239044	+
1	13344625	13345036	+	1	13239044	13239455	+
1	13345037	13345323	+	1	13239455	13239741	+
1	13345374	13345460	+	1	13239742	13239828	+
1	13345491	13346573	+	1	13239869	13240951	+
1	13346575	13347253	+	1	13240952	13241630	+
1	13347268	13348052	+	1	13241645	13242429	+
1	13348052	13348983	+	1	13242431	13243362	+
1	13348985	13350476	+	1	13243362	13244853	+
1	13350520	13350824	+	1	13244900	13245204	+
1	13350824	13353453	+	1	13245205	13247834	+
1	13353469	13354395	+	1	13247849	13248775	+
1	13354396	13361397	+	1	13248775	13255776	+
1	13361398	13372435	+	1	13255776	13266813	+
1	13372435	13377130	+	1	13266814	13271509	+
1	13377130	13383684	+	1	13271520	13278074	+
1	13383701	13384322	+	1	13278091	13278712	+
1	13384323	13384349	+	1	13278713	13278739	+
1	13384350	13384608	+	1	13278740	13278998	+
1	13384630	13384851	+	1	13279020	13279241	+
1	13384852	13384964	+	1	13279241	13279353	+
1	13384965	13384992	+	1	13279354	13279381	+
1	13384993	13387092	+	1	13279382	13281481	+
1	13387093	13387140	+	1	13281482	13281529	+
1	13387141	13391760	+	1	13281530	13286149	+
1	13391761	13391834	+	1	13286162	13286235	+
1	13391834	13391881	+	1	13286238	13286285	+
1	13391883	13391919	+	1	13286285	13286321	+
1	13391920	13392606	+	1	13286322	13287008	+
1	13392607	13392628	+	1	13287009	13287030	+
1	13392629	13397906	+	1	13287031	13292308	+
1	13397927	13399758	+	1	13292329	13294160	+
1	13399758	13402786	+	1	13294163	13297191	+
1	13402787	13403726	+	1	13297191	13298130	+
1	13403731	13409120	+	1	13298135	13303524	+
1	13409121	13409137	+	1	13303525	13303541	+
1	13409138	13413301	+	1	13303542	13307705	+
1	13413311	13414068	+	1	13307716	13308473	+
1	13414089	13418775	+	1	13308494	13313180	+
1	13418823	13419960	+	1	13313228	13314365	+
1	13419999	13426826	+	1	13314404	13321231	+
1	13426830	13431312	+	1	13321235	13325717	+
1	13431312	13431832	+	1	13325722	13326242	+
1	13431835	13433116	+	1	13326242	13327523	+
1	13433129	13434237	+	1	13327523	13328631	+
1	13434242	13434430	+	1	13328631	13328819	+
1	13434449	13434807	+	1	13328837	13329195	+
1	13434815	13435653	+	1	13329252	13330090	+
1	13435656	13442216	+	1	13330090	13336650	+
1	13442225	13442963	+	1	13336691	13337429	+
1	13442963	13454498	+	1	13337441	13348976	+
1	13454549	13454657	+	1	13349027	13349135	+
1	13454841	13468402	+	1	13349272	13362833	+
1	13468455	13481666	+	1	13362833	13376044	+
1	13481667	13481729	+	1	13376045	13376107	+
1	13481730	13481791	+	1	13376108	13376169	+
1	13481792	13481812	+	1	13376170	13376190	+
1	13481813	13482258	+	1	13376191	13376636	+
1	13482259	13482267	+	1	13376637	13376645	+
1	13482271	13482302	+	1	13376645	13376676	+
1	13482303	13482719	+	1	13376677	13377093	+
1	13482725	13483076	+	1	13377099	13377450	+
1	13483077	13483120	+	1	13377451	13377494	+
1	13483121	13484105	+	1	13377495	13378479	+
1	13484118	13485033	+	1	13378492	13379407	+
1	13485034	13485594	+	1	13379407	13379967	+
1	13485604	13486712	+	1	13379974	13381082	+
1	13486712	13487304	+	1	13381085	13381677	+
1	13487305	13487331	+	1	13381678	13381704	+
1	13487332	13487548	+	1	13381705	13381921	+
